user_id,age,gender,city,membership,preferred_category,signup_date,customer_segment,is_active
U00392,54,Female,Hyderabad,Silver,"Clothing, Shoes & Jewelry › Men › Clothing › Active › Active Shirts & Tees › Polos",2023-01-03,Window Shopper,True
U00393,43,Male,Delhi,Gold,"Clothing, Shoes & Jewelry › Men › Clothing › Active › Active Pants › Sweatpants",2023-11-02,Window Shopper,False
U00394,18,Female,Bengaluru,Silver,"Clothing, Shoes & Jewelry › Men › Clothing › Active › Active Pants › Track Pants",2023-05-12,Occasional Buyer,False
U00395,30,Male,Bengaluru,Silver,"Clothing, Shoes & Jewelry › Men › Shoes › Loafers & Slip-Ons",2022-02-18,Window Shopper,True
U00396,58,Male,Mumbai,Silver,"Clothing, Shoes & Jewelry › Baby › Baby Girls › Clothing › Sleepwear & Robes › Nightgowns",2024-02-10,Loyal Customer,True
U00397,24,Male,Pune,Platinum,"Clothing, Shoes & Jewelry › Men › Shoes › Fashion Sneakers",2024-10-04,Premium Customer,True
U00398,35,Male,Hyderabad,Platinum,"Clothing, Shoes & Jewelry › Women › Clothing › Dresses",2024-04-25,Loyal Customer,True
U00399,47,Male,Pune,Silver,"Clothing, Shoes & Jewelry › Men › Clothing › Jeans",2024-03-18,Window Shopper,True
U00400,45,Male,Bengaluru,Silver,"Clothing, Shoes & Jewelry › Men › Clothing › Active › Active Shirts & Tees › T-Shirts",2024-03-15,Loyal Customer,True
U00401,38,Female,Mumbai,Silver,"Clothing, Shoes & Jewelry › Men › Clothing › Active › Active Shorts",2022-10-06,Loyal Customer,True
U00402,27,Male,Bengaluru,Silver,"Clothing, Shoes & Jewelry › Men › Clothing › Active › Active Pants › Sweatpants",2024-04-12,Window Shopper,True
U00403,31,Female,Mumbai,Silver,"Clothing, Shoes & Jewelry › Men › Clothing › Jeans",2022-07-05,Window Shopper,True
U00404,56,Male,Bengaluru,Gold,"Clothing, Shoes & Jewelry › Men › Clothing › Active › Active Shirts & Tees › T-Shirts",2022-10-31,Window Shopper,True
U00405,40,Female,Pune,Silver,"Clothing, Shoes & Jewelry › Men › Clothing › Active › Active Shirts & Tees › Polos",2023-06-17,Loyal Customer,True
U00406,19,Female,Delhi,Silver,"Clothing, Shoes & Jewelry › Men › Clothing › Shirts › Polos",2023-05-27,Window Shopper,True
U00407,26,Male,Hyderabad,Silver,"Clothing, Shoes & Jewelry › Men › Clothing › Active › Base Layers & Compression › Compression Shorts",2022-09-25,Window Shopper,False
U00408,41,Male,Pune,Silver,"Clothing, Shoes & Jewelry › Men › Clothing › Shirts › Button-Down Shirts",2022-02-14,Premium Customer,True
U00409,59,Female,Bengaluru,Silver,"Clothing, Shoes & Jewelry › Men › Clothing › Active › Active Pants › Sweatpants",2022-09-08,Window Shopper,False
U00410,21,Male,Pune,Silver,"Clothing, Shoes & Jewelry › Men › Shoes › Fashion Sneakers",2024-10-13,Window Shopper,False
U00411,29,Female,Bengaluru,Platinum,"Clothing, Shoes & Jewelry › Men › Clothing › Jackets & Coats › Fleece",2023-07-28,Occasional Buyer,True
U00412,20,Male,Chennai,Silver,"Clothing, Shoes & Jewelry › Men › Uniforms, Work & Safety › Shoes › Health Care & Food Service",2025-02-01,Occasional Buyer,True
U00413,35,Female,Bengaluru,Silver,"Clothing, Shoes & Jewelry › Boys › Clothing › Underwear › Thermal Underwear › Tops",2024-12-12,Window Shopper,True
U00414,42,Female,Delhi,Silver,"Clothing, Shoes & Jewelry › Women › Clothing › Tops, Tees & Blouses › Blouses & Button-Down Shirts",2023-12-06,Premium Customer,True
U00415,42,Female,Bengaluru,Silver,"Clothing, Shoes & Jewelry › Novelty & More › Clothing › Novelty › Women › Dresses",2023-03-25,Window Shopper,True
U00416,21,Female,Pune,Silver,"Clothing, Shoes & Jewelry › Women › Shoes › Athletic › Running › Road Running",2023-04-22,Premium Customer,True
U00417,33,Male,Mumbai,Silver,"Clothing, Shoes & Jewelry › Men › Clothing › Active › Active Shirts & Tees › Polos",2023-03-26,Occasional Buyer,False
U00418,40,Male,Bengaluru,Silver,"Clothing, Shoes & Jewelry › Men › Clothing › Active › Active Pants › Track Pants",2024-01-05,Premium Customer,True
U00419,40,Male,Pune,Platinum,"Clothing, Shoes & Jewelry › Women › Clothing › Tops, Tees & Blouses › Tunics",2025-01-15,Window Shopper,False
U00420,20,Male,Hyderabad,Silver,"Clothing, Shoes & Jewelry › Men › Clothing › Active › Active Shorts",2022-02-10,Occasional Buyer,True
U00421,39,Male,Bengaluru,Silver,"Clothing, Shoes & Jewelry › Men › Clothing › Pants › Casual",2023-10-25,Window Shopper,True
U00422,55,Male,Hyderabad,Gold,"Clothing, Shoes & Jewelry › Men › Clothing › Underwear › Boxer Briefs",2022-05-29,Occasional Buyer,False
U00423,55,Male,Mumbai,Silver,"Clothing, Shoes & Jewelry › Men › Clothing › Jeans",2022-11-19,Loyal Customer,False
U00424,58,Female,Chennai,Silver,"Clothing, Shoes & Jewelry › Sport Specific Clothing › Yoga › Women › Pants",2025-02-24,Occasional Buyer,True
U00425,32,Male,Delhi,Silver,"Clothing, Shoes & Jewelry › Women › Clothing › Jeans",2023-08-27,Window Shopper,True
U00426,54,Female,Pune,Silver,"Clothing, Shoes & Jewelry › Novelty & More › Clothing › Novelty › Women › Dresses",2023-10-14,Premium Customer,True
U00427,58,Male,Delhi,Silver,"Clothing, Shoes & Jewelry › Men › Clothing › Active › Active Shirts & Tees › Polos",2023-05-03,Window Shopper,True
U00428,28,Male,Chennai,Gold,"Clothing, Shoes & Jewelry › Men › Clothing › Underwear › Boxer Briefs",2024-07-03,Window Shopper,True
U00429,33,Male,Mumbai,Silver,"Clothing, Shoes & Jewelry › Men › Clothing › Jeans",2022-01-03,Window Shopper,False
U00430,44,Male,Delhi,Silver,"Clothing, Shoes & Jewelry › Men › Clothing › Underwear › Trunks",2023-12-21,Occasional Buyer,True
U00431,48,Male,Bengaluru,Silver,"Clothing, Shoes & Jewelry › Men › Clothing › Active › Active Shirts & Tees › Polos",2023-08-27,Window Shopper,True
U00432,24,Male,Mumbai,Silver,"Clothing, Shoes & Jewelry › Men › Clothing › Underwear › Briefs",2022-11-26,Loyal Customer,True
U00433,39,Female,Chennai,Silver,"Clothing, Shoes & Jewelry › Baby › Baby Boys › Clothing › Clothing Sets › Pant Sets",2022-12-04,Occasional Buyer,False
U00434,28,Male,Hyderabad,Silver,"Clothing, Shoes & Jewelry › Men › Clothing › Jeans",2024-04-18,Occasional Buyer,True
U00435,60,Female,Mumbai,Silver,"Clothing, Shoes & Jewelry › Men › Clothing › Shirts › Polos",2024-03-15,Occasional Buyer,False
U00436,27,Male,Mumbai,Silver,"Clothing, Shoes & Jewelry › Men › Clothing › Active › Active Shirts & Tees › T-Shirts",2023-08-27,Loyal Customer,False
U00437,30,Male,Hyderabad,Silver,"Clothing, Shoes & Jewelry › Boys › Clothing › Jeans",2023-08-21,Premium Customer,False
U00438,25,Female,Delhi,Silver,"Clothing, Shoes & Jewelry › Baby › Baby Girls › Clothing › Bodysuits",2023-06-27,Window Shopper,False
U00439,29,Female,Delhi,Silver,"Clothing, Shoes & Jewelry › Men › Clothing › Sleep & Lounge › Sleep Bottoms",2022-04-02,Window Shopper,False
U00440,34,Male,Mumbai,Silver,"Clothing, Shoes & Jewelry › Men › Clothing › Pants › Casual",2022-07-18,Window Shopper,True
U00441,52,Female,Pune,Silver,"Clothing, Shoes & Jewelry › Men › Clothing › Underwear › Undershirts",2024-03-03,Loyal Customer,False
U00442,52,Female,Pune,Gold,"Clothing, Shoes & Jewelry › Women › Clothing › Tops, Tees & Blouses › Blouses & Button-Down Shirts",2023-09-05,Window Shopper,True
U00443,50,Male,Hyderabad,Platinum,"Clothing, Shoes & Jewelry › Men › Clothing",2022-12-21,Premium Customer,True
U00444,31,Male,Bengaluru,Silver,"Clothing, Shoes & Jewelry › Men › Clothing › Shirts › T-Shirts",2024-06-10,Window Shopper,True
U00445,56,Female,Mumbai,Platinum,"Clothing, Shoes & Jewelry › Men › Clothing › Shirts › T-Shirts",2022-06-28,Occasional Buyer,False
U00446,53,Female,Mumbai,Silver,"Clothing, Shoes & Jewelry › Men › Clothing › Active › Active Shirts & Tees › Polos",2024-12-06,Loyal Customer,True
U00447,44,Male,Bengaluru,Silver,"Clothing, Shoes & Jewelry › Women › Shoes › Loafers & Slip-Ons",2022-07-25,Premium Customer,True
U00448,36,Female,Delhi,Silver,"Clothing, Shoes & Jewelry › Baby › Baby Girls › Clothing › Clothing Sets › Pant Sets",2024-09-21,Occasional Buyer,False
U00449,20,Male,Mumbai,Silver,"Clothing, Shoes & Jewelry › Boys › Clothing › Active › Active Pants › Sweatpants",2024-04-02,Window Shopper,True
U00450,33,Male,Chennai,Silver,"Clothing, Shoes & Jewelry › Men › Clothing › Jackets & Coats › Wool & Blends",2024-02-02,Window Shopper,True
U00451,37,Female,Delhi,Gold,"Clothing, Shoes & Jewelry › Men › Clothing › Active › Active Shirts & Tees › Polos",2022-07-21,Premium Customer,True
U00452,26,Female,Chennai,Silver,"Clothing, Shoes & Jewelry › Men › Clothing › Active › Active Pants › Sweatpants",2023-07-06,Loyal Customer,True
U00453,30,Female,Bengaluru,Platinum,"Clothing, Shoes & Jewelry › Men › Shoes › Fashion Sneakers",2024-09-19,Loyal Customer,True
U00454,21,Male,Hyderabad,Silver,"Clothing, Shoes & Jewelry › Women › Clothing › Tops, Tees & Blouses › Blouses & Button-Down Shirts",2024-04-06,Window Shopper,True
U00455,29,Male,Bengaluru,Gold,"Clothing, Shoes & Jewelry › Sport Specific Clothing › Skiing › Men › Jackets",2022-03-09,Occasional Buyer,True
U00456,30,Female,Mumbai,Gold,"Clothing, Shoes & Jewelry › Women › Clothing › Tops, Tees & Blouses › T-Shirts",2024-03-23,Occasional Buyer,True
U00457,19,Male,Mumbai,Silver,"Clothing, Shoes & Jewelry › Men › Clothing › Sleep & Lounge › Sleep Bottoms",2022-12-30,Premium Customer,False
U00458,55,Female,Mumbai,Silver,"Clothing, Shoes & Jewelry › Men › Clothing › Jackets & Coats › Down & Down Alternative",2022-07-05,Window Shopper,False
U00459,21,Male,Pune,Gold,"Clothing, Shoes & Jewelry › Men › Clothing › Active › Active Shorts",2023-03-30,Occasional Buyer,True
U00460,35,Female,Pune,Silver,"Clothing, Shoes & Jewelry › Baby › Baby Boys › Clothing › Footies & Rompers › Rompers",2022-01-19,Occasional Buyer,True
U00461,59,Male,Pune,Gold,"Clothing, Shoes & Jewelry › Men › Clothing › Shorts › Flat Front",2023-06-01,Occasional Buyer,True
U00462,59,Female,Delhi,Gold,"Clothing, Shoes & Jewelry › Men › Clothing › Underwear › Boxers",2024-07-29,Window Shopper,False
U00463,37,Female,Pune,Silver,"Clothing, Shoes & Jewelry › Women › Clothing › Tops, Tees & Blouses › Tunics",2024-02-06,Occasional Buyer,True
U00464,37,Male,Delhi,Silver,"Clothing, Shoes & Jewelry › Men › Clothing › Jackets & Coats › Active & Performance › Shells",2023-10-28,Loyal Customer,True
U00465,59,Female,Bengaluru,Silver,"Clothing, Shoes & Jewelry › Men › Clothing › Shorts › Cargo",2022-04-27,Loyal Customer,False
U00466,60,Female,Chennai,Silver,"Clothing, Shoes & Jewelry › Men › Clothing › Shirts",2024-10-15,Premium Customer,True
U00467,44,Female,Delhi,Gold,"Clothing, Shoes & Jewelry › Women › Shoes › Athletic › Running › Road Running",2025-03-17,Loyal Customer,True
U00468,32,Female,Chennai,Silver,"Clothing, Shoes & Jewelry › Men › Clothing › Active › Sets › Active Tracksuits",2022-12-15,Loyal Customer,True
U00469,36,Male,Delhi,Silver,"Clothing, Shoes & Jewelry › Men › Clothing › Jackets & Coats › Down & Down Alternative",2025-02-18,Loyal Customer,True
U00470,39,Male,Bengaluru,Silver,"Clothing, Shoes & Jewelry › Men › Clothing › Active › Active Sweatshirts",2024-05-11,Loyal Customer,True
U00471,41,Female,Pune,Silver,"Clothing, Shoes & Jewelry › Men › Clothing › Jeans",2024-08-21,Window Shopper,True
U00472,48,Male,Pune,Silver,"Clothing, Shoes & Jewelry › Baby › Baby Girls › Clothing › Bodysuits",2024-02-21,Occasional Buyer,False
U00473,21,Male,Bengaluru,Platinum,"Clothing, Shoes & Jewelry › Men › Clothing › Underwear › Boxer Briefs",2024-04-18,Premium Customer,False
U00474,27,Female,Chennai,Silver,"Clothing, Shoes & Jewelry › Men › Clothing › Shirts › T-Shirts",2024-09-25,Window Shopper,True
U00475,38,Male,Hyderabad,Silver,"Clothing, Shoes & Jewelry › Men › Clothing › Underwear › Boxers",2022-12-12,Occasional Buyer,True
U00476,49,Male,Bengaluru,Gold,"Clothing, Shoes & Jewelry › Boys › Clothing › Active › Active Shirts & Tees › T-Shirts",2024-05-29,Occasional Buyer,False
U00477,42,Male,Hyderabad,Silver,"Clothing, Shoes & Jewelry › Men › Clothing › Underwear › Boxer Briefs",2022-01-29,Loyal Customer,True
U00478,19,Male,Chennai,Gold,"Clothing, Shoes & Jewelry › Men › Clothing › Active › Active Shorts",2023-12-07,Window Shopper,True
U00479,42,Female,Bengaluru,Silver,"Clothing, Shoes & Jewelry › Men › Clothing › Shirts › Polos",2023-09-03,Premium Customer,False
U00480,51,Female,Delhi,Gold,"Clothing, Shoes & Jewelry › Men › Clothing › Jeans",2023-12-03,Premium Customer,False
U00481,40,Male,Bengaluru,Platinum,"Clothing, Shoes & Jewelry › Men › Shoes › Athletic › Running › Road Running",2022-02-09,Window Shopper,True
U00482,31,Male,Pune,Silver,"Clothing, Shoes & Jewelry › Men › Clothing › Jeans",2024-01-21,Loyal Customer,True
U00483,42,Female,Pune,Gold,"Clothing, Shoes & Jewelry › Novelty & More",2022-04-09,Occasional Buyer,True
U00484,21,Male,Delhi,Silver,"Clothing, Shoes & Jewelry › Men › Clothing › Jeans",2025-01-25,Window Shopper,True
U00485,31,Male,Mumbai,Silver,"Clothing, Shoes & Jewelry › Men › Clothing › Shirts › Button-Down Shirts",2024-12-01,Window Shopper,True
U00486,44,Male,Pune,Gold,"Clothing, Shoes & Jewelry › Men › Clothing › Jeans",2023-08-02,Window Shopper,True
U00487,49,Male,Pune,Silver,"Clothing, Shoes & Jewelry › Sport Specific Clothing › Skiing › Men › Jackets",2024-12-07,Premium Customer,True
U00488,44,Female,Bengaluru,Silver,"Clothing, Shoes & Jewelry › Women › Clothing › Tops, Tees & Blouses › Blouses & Button-Down Shirts",2023-03-02,Occasional Buyer,False
U00489,39,Male,Hyderabad,Silver,"Clothing, Shoes & Jewelry › Men › Clothing › Shirts › Button-Down Shirts",2022-08-15,Loyal Customer,False
U00490,27,Male,Pune,Silver,"Clothing, Shoes & Jewelry › Men › Clothing › Shirts › Button-Down Shirts",2023-06-09,Occasional Buyer,False
U00491,36,Female,Delhi,Silver,"Clothing, Shoes & Jewelry › Men › Clothing › Pants › Dress",2022-03-22,Loyal Customer,True
U00492,38,Female,Chennai,Silver,"Clothing, Shoes & Jewelry › Men › Clothing › Shirts › Polos",2022-01-20,Loyal Customer,True
U00493,39,Female,Delhi,Platinum,"Clothing, Shoes & Jewelry › Men › Clothing › Jackets & Coats › Lightweight Jackets › Varsity Jackets",2022-07-10,Occasional Buyer,True
U00494,29,Male,Delhi,Silver,"Clothing, Shoes & Jewelry › Women › Clothing › Tops, Tees & Blouses › T-Shirts",2023-07-11,Loyal Customer,False
U00495,44,Male,Hyderabad,Silver,"Clothing, Shoes & Jewelry › Men › Clothing › Underwear › Undershirts",2022-11-23,Window Shopper,False
U00496,54,Female,Bengaluru,Gold,"Clothing, Shoes & Jewelry › Men › Clothing › Underwear › Boxer Briefs",2022-03-01,Loyal Customer,True
U00497,48,Female,Hyderabad,Gold,"Clothing, Shoes & Jewelry › Men › Clothing › Suits & Sport Coats › Suits",2022-04-05,Window Shopper,True
U00498,18,Male,Chennai,Gold,"Clothing, Shoes & Jewelry › Women › Clothing › Jumpsuits, Rompers & Overalls › Jumpsuits",2024-12-07,Occasional Buyer,True
U00499,45,Male,Delhi,Silver,"Clothing, Shoes & Jewelry › Baby › Baby Boys › Clothing › Sleepwear & Robes › Blanket Sleepers",2024-02-28,Window Shopper,True
U00500,18,Male,Pune,Gold,"Clothing, Shoes & Jewelry › Women › Clothing › Tops, Tees & Blouses › T-Shirts",2022-12-05,Window Shopper,False
U00501,38,Male,Mumbai,Platinum,"Clothing, Shoes & Jewelry › Men › Clothing › Active › Active Shirts & Tees › Polos",2024-11-04,Window Shopper,False
U00502,43,Male,Hyderabad,Silver,"Clothing, Shoes & Jewelry › Women › Shoes › Athletic › Running › Road Running",2024-07-06,Window Shopper,False
U00503,46,Female,Hyderabad,Platinum,"Clothing, Shoes & Jewelry › Baby › Baby Boys › Clothing › Clothing Sets › Pant Sets",2022-02-06,Window Shopper,False
U00504,20,Male,Hyderabad,Gold,"Clothing, Shoes & Jewelry › Boys › Clothing › Active › Active Pants › Sweatpants",2023-09-16,Loyal Customer,True
U00505,59,Female,Mumbai,Silver,"Clothing, Shoes & Jewelry › Men › Clothing › Shirts › Polos",2023-04-02,Loyal Customer,True
U00506,53,Female,Chennai,Gold,"Clothing, Shoes & Jewelry › Costumes & Accessories › Men › Costumes & Cosplay Apparel › Bottoms",2022-08-22,Window Shopper,True
U00507,18,Female,Mumbai,Gold,"Clothing, Shoes & Jewelry › Men › Clothing › Active › Active Shirts & Tees › T-Shirts",2025-01-26,Occasional Buyer,True
U00508,20,Male,Delhi,Silver,"Clothing, Shoes & Jewelry › Men › Shoes › Loafers & Slip-Ons",2022-08-08,Window Shopper,True
U00509,30,Male,Delhi,Silver,"Clothing, Shoes & Jewelry › Men › Clothing › Pants › Dress",2023-11-24,Window Shopper,False
U00510,20,Male,Delhi,Silver,"Clothing, Shoes & Jewelry › Women › Shoes › Loafers & Slip-Ons",2024-10-29,Window Shopper,False
U00511,18,Male,Pune,Platinum,"Clothing, Shoes & Jewelry › Women › Shoes › Pumps",2024-09-16,Premium Customer,True
U00512,55,Male,Chennai,Gold,"Clothing, Shoes & Jewelry › Men › Clothing › Jeans",2024-03-04,Occasional Buyer,True
U00513,50,Female,Delhi,Platinum,"Clothing, Shoes & Jewelry › Women › Accessories › Belts",2023-05-24,Window Shopper,True
U00514,36,Female,Bengaluru,Silver,"Clothing, Shoes & Jewelry › Novelty & More › Clothing › Novelty › Women › Dresses",2024-11-15,Window Shopper,True
U00515,53,Male,Bengaluru,Silver,"Clothing, Shoes & Jewelry › Men › Clothing › Active › Active Shirts & Tees › T-Shirts",2023-12-09,Premium Customer,True
U00516,59,Male,Pune,Silver,"Clothing, Shoes & Jewelry › Boys › Clothing › Tops, Tees & Shirts › Polos",2023-10-23,Loyal Customer,True
U00517,53,Female,Pune,Silver,"Clothing, Shoes & Jewelry › Baby › Baby Girls › Clothing › Clothing Sets › Pant Sets",2024-05-04,Occasional Buyer,True
U00518,45,Male,Pune,Silver,"Clothing, Shoes & Jewelry › Men › Shoes › Athletic › Running › Road Running",2022-10-25,Window Shopper,True
U00519,30,Female,Bengaluru,Platinum,"Clothing, Shoes & Jewelry › Baby › Baby Boys › Clothing › Footies & Rompers › Footies",2023-05-29,Window Shopper,True
U00520,36,Male,Pune,Silver,"Clothing, Shoes & Jewelry › Costumes & Accessories › Men › Costumes & Cosplay Apparel › Bottoms",2022-07-29,Occasional Buyer,True
U00521,59,Female,Bengaluru,Silver,"Clothing, Shoes & Jewelry › Women › Accessories › Belts",2023-08-13,Occasional Buyer,True
U00522,42,Female,Delhi,Platinum,"Clothing, Shoes & Jewelry › Men › Clothing › Active › Active Shirts & Tees › Polos",2023-10-03,Premium Customer,True
U00523,18,Female,Bengaluru,Gold,"Clothing, Shoes & Jewelry › Men › Clothing › Suits & Sport Coats › Suits",2023-04-07,Premium Customer,True
U00524,55,Male,Chennai,Platinum,"Clothing, Shoes & Jewelry › Men › Clothing › Active › Active Pants › Sweatpants",2024-07-08,Window Shopper,True
U00525,29,Male,Chennai,Silver,"Clothing, Shoes & Jewelry › Men › Clothing › Socks & Hosiery › Socks › Calf Socks",2022-03-25,Occasional Buyer,True
U00526,26,Male,Pune,Gold,"Clothing, Shoes & Jewelry › Men › Clothing › Underwear › Undershirts",2023-11-08,Occasional Buyer,True
U00527,20,Male,Mumbai,Silver,"Clothing, Shoes & Jewelry › Boys › Clothing › Active › Active Shorts",2023-09-09,Occasional Buyer,True
U00528,22,Female,Pune,Silver,"Clothing, Shoes & Jewelry › Men › Clothing › Pants › Casual",2024-12-02,Window Shopper,True
U00529,44,Female,Hyderabad,Silver,"Clothing, Shoes & Jewelry › Men › Clothing › Active › Active Shorts",2023-11-11,Window Shopper,True
U00530,31,Female,Pune,Gold,"Clothing, Shoes & Jewelry › Boys › Clothing › Sleepwear & Robes › Pajama Sets",2022-01-19,Window Shopper,True
U00531,46,Male,Chennai,Gold,"Clothing, Shoes & Jewelry › Boys › Clothing › Tops, Tees & Shirts › Tees",2023-05-15,Premium Customer,True
U00532,42,Male,Delhi,Silver,"Clothing, Shoes & Jewelry › Men › Uniforms, Work & Safety › Clothing › Military › Outerwear",2022-02-20,Premium Customer,True
U00533,50,Female,Delhi,Silver,"Clothing, Shoes & Jewelry › Baby › Baby Girls › Clothing › Sleepwear & Robes › Nightgowns",2023-01-30,Window Shopper,True
U00534,24,Male,Pune,Silver,"Clothing, Shoes & Jewelry › Boys › Clothing › Tops, Tees & Shirts › Tees",2022-05-15,Window Shopper,True
U00535,45,Male,Bengaluru,Silver,"Clothing, Shoes & Jewelry › Women › Clothing › Jeans",2024-06-10,Occasional Buyer,True
U00536,27,Male,Delhi,Gold,"Clothing, Shoes & Jewelry › Men › Clothing › Shirts › Polos",2022-06-29,Window Shopper,True
U00537,34,Male,Pune,Gold,"Clothing, Shoes & Jewelry › Men › Clothing › Jackets & Coats › Down & Down Alternative",2024-04-14,Occasional Buyer,False
U00538,45,Female,Hyderabad,Silver,"Clothing, Shoes & Jewelry › Men › Clothing › Jeans",2024-12-31,Window Shopper,True
U00539,55,Male,Chennai,Gold,"Clothing, Shoes & Jewelry › Men › Clothing › Underwear › Boxer Briefs",2024-10-26,Window Shopper,True
U00540,56,Male,Mumbai,Gold,"Clothing, Shoes & Jewelry › Men › Clothing › Suits & Sport Coats › Suits",2024-02-21,Occasional Buyer,True
U00541,48,Male,Pune,Silver,"Clothing, Shoes & Jewelry › Men › Shoes › Athletic › Fitness & Cross-Training",2025-01-22,Window Shopper,True
U00542,37,Female,Hyderabad,Silver,"Clothing, Shoes & Jewelry › Women › Clothing › Tops, Tees & Blouses › Tunics",2022-10-17,Window Shopper,True
U00543,54,Female,Pune,Silver,"Clothing, Shoes & Jewelry › Men › Clothing › Active › Active Sweatshirts",2023-09-17,Window Shopper,True
U00544,31,Female,Chennai,Gold,"Clothing, Shoes & Jewelry › Men › Clothing › Jeans",2022-11-26,Window Shopper,True
U00545,30,Male,Bengaluru,Gold,"Clothing, Shoes & Jewelry › Women › Shoes › Fashion Sneakers",2022-04-22,Loyal Customer,False
U00546,59,Male,Mumbai,Gold,"Clothing, Shoes & Jewelry › Sport Specific Clothing › Skiing › Men › Jackets",2022-07-21,Window Shopper,False
U00547,39,Female,Bengaluru,Gold,"Clothing, Shoes & Jewelry › Men › Clothing › Shorts › Flat Front",2022-07-24,Window Shopper,True
U00548,30,Female,Delhi,Silver,General,2023-09-19,Occasional Buyer,True
U00549,54,Female,Mumbai,Platinum,"Clothing, Shoes & Jewelry › Men › Clothing › Pants › Casual",2022-01-10,Window Shopper,True
U00550,59,Female,Mumbai,Gold,"Clothing, Shoes & Jewelry › Men › Clothing › Jeans",2023-11-11,Loyal Customer,False
U00551,46,Female,Mumbai,Silver,"Clothing, Shoes & Jewelry › Men › Clothing › Jeans",2022-12-26,Occasional Buyer,True
U00552,35,Male,Pune,Silver,"Clothing, Shoes & Jewelry › Boys › Clothing › Tops, Tees & Shirts › Tees",2022-06-06,Loyal Customer,True
U00553,50,Male,Pune,Silver,"Clothing, Shoes & Jewelry › Novelty & More › Clothing › Novelty › Women › Dresses",2023-03-12,Premium Customer,True
U00554,52,Female,Chennai,Gold,"Clothing, Shoes & Jewelry › Men › Clothing › Underwear › Boxer Briefs",2024-03-14,Window Shopper,True
U00555,26,Female,Pune,Silver,"Clothing, Shoes & Jewelry › Men › Shoes › Fashion Sneakers",2024-01-16,Occasional Buyer,True
U00556,57,Male,Pune,Silver,"Clothing, Shoes & Jewelry › Men › Clothing › Pants › Casual",2023-01-02,Occasional Buyer,True
U00557,48,Female,Hyderabad,Silver,"Clothing, Shoes & Jewelry › Women › Clothing › Tops, Tees & Blouses › T-Shirts",2023-04-20,Window Shopper,True
U00558,32,Male,Chennai,Silver,"Clothing, Shoes & Jewelry › Men › Clothing › Underwear › Boxer Briefs",2024-03-05,Occasional Buyer,False
U00559,20,Male,Chennai,Silver,"Clothing, Shoes & Jewelry › Women › Clothing › Jeans",2024-12-03,Occasional Buyer,True
U00560,34,Male,Delhi,Gold,"Clothing, Shoes & Jewelry › Men › Clothing › Underwear › Boxer Briefs",2022-06-09,Occasional Buyer,False
U00561,32,Female,Mumbai,Gold,"Clothing, Shoes & Jewelry › Men › Clothing › Underwear › Boxer Briefs",2024-09-24,Loyal Customer,True
U00562,50,Male,Delhi,Silver,"Clothing, Shoes & Jewelry › Men › Clothing › Underwear › Undershirts",2024-11-19,Occasional Buyer,True
U00563,27,Male,Bengaluru,Silver,"Clothing, Shoes & Jewelry › Men › Clothing › Jeans",2023-04-17,Occasional Buyer,True
U00564,25,Female,Chennai,Silver,"Clothing, Shoes & Jewelry › Men › Clothing › Underwear › Boxers",2022-11-27,Occasional Buyer,False
U00565,19,Male,Hyderabad,Silver,"Clothing, Shoes & Jewelry › Women",2022-11-26,Window Shopper,True
U00566,54,Male,Hyderabad,Silver,"Clothing, Shoes & Jewelry › Men › Clothing › Pants › Casual",2024-11-24,Premium Customer,True
U00567,60,Female,Hyderabad,Silver,"Clothing, Shoes & Jewelry › Women › Clothing › Dresses › Formal",2024-08-23,Loyal Customer,True
U00568,32,Female,Pune,Silver,"Clothing, Shoes & Jewelry › Women › Shoes › Loafers & Slip-Ons",2023-01-08,Occasional Buyer,True
U00569,28,Female,Delhi,Silver,"Clothing, Shoes & Jewelry › Men › Clothing › Shirts › T-Shirts",2023-04-16,Occasional Buyer,True
U00570,24,Male,Bengaluru,Silver,"Clothing, Shoes & Jewelry › Women › Clothing › Tops, Tees & Blouses › Blouses & Button-Down Shirts",2024-05-09,Loyal Customer,True
U00571,29,Female,Pune,Silver,"Clothing, Shoes & Jewelry › Women › Clothing › Swimsuits & Cover Ups › Cover-Ups",2024-10-27,Loyal Customer,True
U00572,48,Male,Pune,Silver,"Clothing, Shoes & Jewelry › Men › Clothing › Shirts › Polos",2024-06-02,Occasional Buyer,True
U00573,20,Female,Bengaluru,Platinum,"Clothing, Shoes & Jewelry › Women › Clothing › Tops, Tees & Blouses › Blouses & Button-Down Shirts",2024-02-20,Occasional Buyer,True
U00574,45,Male,Mumbai,Silver,"Clothing, Shoes & Jewelry › Men › Clothing › Swim › Board Shorts",2022-06-21,Window Shopper,False
U00575,34,Male,Hyderabad,Gold,"Clothing, Shoes & Jewelry › Men › Clothing › Active › Active Shirts & Tees › Polos",2025-03-29,Occasional Buyer,True
U00576,42,Male,Chennai,Gold,"Clothing, Shoes & Jewelry › Men › Shoes › Athletic › Team Sports › Soccer",2024-01-12,Window Shopper,False
U00577,59,Female,Mumbai,Gold,"Clothing, Shoes & Jewelry › Men › Shoes › Athletic › Running › Road Running",2025-03-02,Occasional Buyer,True
U00578,43,Male,Delhi,Silver,"Clothing, Shoes & Jewelry › Women › Shoes › Flats",2024-09-15,Window Shopper,False
U00579,34,Female,Pune,Silver,"Clothing, Shoes & Jewelry › Women › Clothing › Jeans",2024-03-26,Loyal Customer,True
