session_id,user_id,session_start,session_end,device,browser,traffic_source,session_duration_sec,pages_visited,bounce,conversion
S0000511,U01991,2025-02-27 13:39:00,2025-02-27 14:02:30,Tablet,Edge,Email,1410,13,0,True
S0000512,U01296,2025-02-24 10:00:00,2025-02-24 10:11:41,Mobile,Firefox,Direct,701,13,0,True
S0000513,U00551,2025-03-28 19:21:00,2025-03-28 19:38:22,Desktop,Safari,Ads,1042,5,0,False
S0000514,U00720,2025-03-24 17:05:00,2025-03-24 17:34:43,Mobile,Edge,Direct,1783,4,0,True
S0000515,U02980,2025-01-10 22:01:00,2025-01-10 22:30:59,Mobile,Firefox,Email,1799,8,0,False
S0000516,U00151,2025-03-12 12:34:00,2025-03-12 12:53:25,Mobile,Safari,Ads,1165,9,0,False
S0000517,U02416,2025-02-07 10:29:00,2025-02-07 10:47:06,Desktop,Safari,Email,1086,2,0,False
S0000518,U02715,2025-01-31 21:51:00,2025-01-31 22:12:57,Tablet,Edge,Ads,1317,7,0,False
S0000519,U00734,2025-03-14 17:42:00,2025-03-14 17:47:59,Desktop,Safari,Search,359,9,0,False
S0000520,U01998,2025-01-30 09:16:00,2025-01-30 09:29:36,Tablet,Edge,Email,816,13,0,True
S0000521,U01590,2025-03-02 22:29:00,2025-03-02 22:31:35,Tablet,Safari,Search,155,18,0,True
S0000522,U02596,2025-02-05 21:47:00,2025-02-05 21:56:59,Tablet,Edge,Ads,599,14,0,False
S0000523,U01497,2025-03-17 18:57:00,2025-03-17 19:26:31,Desktop,Firefox,Recommendation,1771,18,0,True
S0000524,U01663,2025-02-15 21:55:00,2025-02-15 22:07:46,Desktop,Chrome,Email,766,6,0,False
S0000525,U01802,2025-01-22 11:04:00,2025-01-22 11:22:33,Mobile,Edge,Recommendation,1113,7,0,False
S0000526,U01484,2025-03-19 19:52:00,2025-03-19 19:57:02,Desktop,Safari,Search,302,17,0,False
S0000527,U02766,2025-03-03 15:13:00,2025-03-03 15:34:09,Desktop,Chrome,Recommendation,1269,3,0,True
S0000528,U00524,2025-03-15 17:10:00,2025-03-15 17:15:35,Mobile,Edge,Search,335,7,0,False
S0000529,U01058,2025-01-24 16:25:00,2025-01-24 16:46:27,Tablet,Chrome,Direct,1287,4,0,False
S0000530,U00888,2025-02-27 17:30:00,2025-02-27 17:47:26,Desktop,Edge,Email,1046,7,0,True
S0000531,U02553,2025-03-26 16:16:00,2025-03-26 16:22:43,Desktop,Firefox,Email,403,4,0,False
S0000532,U00942,2025-02-18 14:08:00,2025-02-18 14:12:42,Tablet,Firefox,Recommendation,282,5,0,True
S0000533,U00727,2025-03-02 22:39:00,2025-03-02 23:00:28,Tablet,Chrome,Search,1288,17,0,True
S0000534,U02701,2025-01-17 22:38:00,2025-01-17 22:57:24,Tablet,Firefox,Email,1164,15,0,False
S0000535,U01518,2025-01-06 19:33:00,2025-01-06 19:48:38,Desktop,Firefox,Direct,938,5,0,True
S0000536,U01743,2025-01-18 12:30:00,2025-01-18 12:57:08,Mobile,Safari,Email,1628,15,0,True
S0000537,U01056,2025-01-25 08:45:00,2025-01-25 09:11:22,Tablet,Chrome,Email,1582,2,0,False
S0000538,U01537,2025-03-25 11:44:00,2025-03-25 12:12:27,Desktop,Chrome,Recommendation,1707,15,0,True
S0000539,U02669,2025-03-16 12:16:00,2025-03-16 12:35:17,Desktop,Safari,Ads,1157,8,0,False
S0000540,U01693,2025-03-12 20:35:00,2025-03-12 20:52:28,Tablet,Firefox,Direct,1048,11,0,True
S0000541,U02367,2025-02-14 20:45:00,2025-02-14 20:59:35,Tablet,Chrome,Recommendation,875,16,0,False
S0000542,U02865,2025-01-21 09:13:00,2025-01-21 09:31:21,Desktop,Chrome,Recommendation,1101,14,0,False
S0000543,U02605,2025-01-01 20:05:00,2025-01-01 20:34:06,Tablet,Firefox,Search,1746,4,0,True
S0000544,U01078,2025-01-29 13:05:00,2025-01-29 13:26:47,Desktop,Firefox,Email,1307,18,0,True
S0000545,U01174,2025-03-18 08:49:00,2025-03-18 09:17:59,Desktop,Firefox,Search,1739,8,0,True
S0000546,U02691,2025-03-08 12:12:00,2025-03-08 12:14:08,Tablet,Edge,Email,128,7,0,False
S0000547,U02761,2025-01-05 13:15:00,2025-01-05 13:38:21,Mobile,Chrome,Direct,1401,14,0,True
S0000548,U01447,2025-03-27 14:25:00,2025-03-27 14:46:00,Mobile,Chrome,Search,1260,11,0,True
S0000549,U02975,2025-03-13 22:37:00,2025-03-13 22:49:52,Desktop,Edge,Email,772,8,0,True
S0000550,U01863,2025-02-21 17:00:00,2025-02-21 17:09:54,Tablet,Chrome,Email,594,4,0,True
S0000551,U02061,2025-02-07 13:07:00,2025-02-07 13:35:24,Desktop,Safari,Ads,1704,14,0,False
S0000552,U02307,2025-03-03 20:15:00,2025-03-03 20:41:51,Desktop,Firefox,Email,1611,2,0,True
S0000553,U01975,2025-01-15 12:04:00,2025-01-15 12:18:03,Mobile,Edge,Direct,843,15,0,False
S0000554,U01447,2025-03-08 16:00:00,2025-03-08 16:24:55,Mobile,Safari,Search,1495,14,0,False
S0000555,U02760,2025-02-13 09:35:00,2025-02-13 09:42:05,Desktop,Edge,Email,425,10,0,False
S0000556,U00749,2025-03-29 22:58:00,2025-03-29 23:05:29,Mobile,Edge,Recommendation,449,10,0,False
S0000557,U00847,2025-01-30 11:53:00,2025-01-30 12:02:31,Desktop,Edge,Search,571,5,0,False
S0000558,U00322,2025-03-28 18:31:00,2025-03-28 18:52:57,Tablet,Chrome,Ads,1317,13,0,True
S0000559,U02543,2025-02-10 15:57:00,2025-02-10 16:17:36,Desktop,Edge,Email,1236,10,0,False
S0000560,U01630,2025-01-29 20:36:00,2025-01-29 20:41:22,Desktop,Firefox,Email,322,3,0,True
S0000561,U02059,2025-02-14 14:55:00,2025-02-14 15:19:25,Desktop,Chrome,Email,1465,16,0,False
S0000562,U01293,2025-03-30 08:00:00,2025-03-30 08:24:00,Tablet,Chrome,Direct,1440,13,0,True
S0000563,U02510,2025-02-03 10:35:00,2025-02-03 10:44:58,Desktop,Safari,Direct,598,7,0,True
S0000564,U02043,2025-02-24 11:26:00,2025-02-24 11:50:55,Desktop,Firefox,Direct,1495,16,0,False
S0000565,U00737,2025-03-15 10:36:00,2025-03-15 11:00:24,Mobile,Safari,Recommendation,1464,15,0,True
S0000566,U01561,2025-01-26 10:51:00,2025-01-26 11:17:12,Mobile,Edge,Ads,1572,17,0,True
S0000567,U00551,2025-03-22 16:34:00,2025-03-22 16:59:35,Desktop,Safari,Direct,1535,3,0,True
S0000568,U01632,2025-01-13 19:10:00,2025-01-13 19:13:02,Desktop,Firefox,Search,182,16,0,True
S0000569,U01371,2025-02-03 13:23:00,2025-02-03 13:43:07,Desktop,Safari,Search,1207,15,0,False
S0000570,U00497,2025-02-14 21:43:00,2025-02-14 22:04:40,Tablet,Edge,Direct,1300,13,0,True
S0000571,U01332,2025-03-28 16:31:00,2025-03-28 16:58:26,Mobile,Firefox,Email,1646,11,0,False
S0000572,U01900,2025-03-22 10:55:00,2025-03-22 11:01:43,Desktop,Firefox,Email,403,14,0,False
S0000573,U00293,2025-01-11 10:21:00,2025-01-11 10:29:47,Tablet,Safari,Direct,527,14,0,True
S0000574,U01112,2025-02-26 20:55:00,2025-02-26 21:08:23,Tablet,Firefox,Ads,803,7,0,False
S0000575,U00754,2025-01-03 10:46:00,2025-01-03 10:55:00,Tablet,Chrome,Recommendation,540,7,0,False
S0000576,U01627,2025-01-14 09:04:00,2025-01-14 09:21:09,Mobile,Firefox,Email,1029,4,0,False
S0000577,U00426,2025-02-03 17:09:00,2025-02-03 17:12:52,Desktop,Safari,Recommendation,232,9,0,False
S0000578,U01164,2025-02-26 18:08:00,2025-02-26 18:13:28,Mobile,Chrome,Search,328,13,0,False
S0000579,U01333,2025-03-02 15:55:00,2025-03-02 16:14:27,Tablet,Firefox,Recommendation,1167,7,0,False
S0000580,U02421,2025-03-18 15:40:00,2025-03-18 16:06:33,Tablet,Firefox,Email,1593,11,0,False
S0000581,U01423,2025-03-03 16:14:00,2025-03-03 16:42:28,Desktop,Safari,Ads,1708,10,0,True
S0000582,U00638,2025-02-08 08:00:00,2025-02-08 08:18:51,Mobile,Safari,Direct,1131,17,0,False
S0000583,U02192,2025-01-02 19:59:00,2025-01-02 20:16:47,Desktop,Safari,Search,1067,15,0,False
S0000584,U01200,2025-03-18 11:50:00,2025-03-18 11:51:14,Mobile,Firefox,Email,74,15,1,False
S0000585,U01617,2025-02-01 10:45:00,2025-02-01 11:11:09,Desktop,Edge,Direct,1569,4,0,False
S0000586,U01730,2025-03-22 11:33:00,2025-03-22 12:00:05,Tablet,Safari,Direct,1625,10,0,False
S0000587,U01692,2025-01-25 21:04:00,2025-01-25 21:11:13,Mobile,Firefox,Email,433,16,0,True
S0000588,U01115,2025-03-31 17:31:00,2025-03-31 17:38:24,Mobile,Chrome,Email,444,2,0,True
S0000589,U00762,2025-01-14 12:17:00,2025-01-14 12:22:16,Tablet,Chrome,Recommendation,316,4,0,False
S0000590,U00618,2025-01-02 15:13:00,2025-01-02 15:25:40,Desktop,Safari,Ads,760,3,0,False
S0000591,U01353,2025-01-11 21:48:00,2025-01-11 21:53:59,Desktop,Chrome,Email,359,17,0,True
S0000592,U00744,2025-01-25 22:53:00,2025-01-25 23:02:32,Mobile,Chrome,Recommendation,572,14,0,False
S0000593,U01815,2025-02-01 19:02:00,2025-02-01 19:09:47,Mobile,Edge,Ads,467,14,0,False
S0000594,U02792,2025-02-09 22:20:00,2025-02-09 22:26:24,Mobile,Chrome,Direct,384,17,0,False
S0000595,U02616,2025-02-08 11:23:00,2025-02-08 11:25:46,Mobile,Chrome,Recommendation,166,15,0,False
S0000596,U01330,2025-01-02 10:50:00,2025-01-02 11:00:25,Desktop,Edge,Search,625,3,0,False
S0000597,U02381,2025-03-30 15:44:00,2025-03-30 16:05:21,Mobile,Edge,Recommendation,1281,17,0,True
S0000598,U00375,2025-03-29 17:21:00,2025-03-29 17:47:55,Mobile,Safari,Recommendation,1615,5,0,False
S0000599,U00516,2025-03-04 11:20:00,2025-03-04 11:40:03,Desktop,Firefox,Recommendation,1203,2,0,False
S0000600,U02824,2025-02-18 13:46:00,2025-02-18 13:51:35,Mobile,Firefox,Ads,335,11,0,True
S0000601,U02224,2025-03-31 15:12:00,2025-03-31 15:32:20,Desktop,Safari,Ads,1220,10,0,True
S0000602,U02453,2025-03-12 10:04:00,2025-03-12 10:23:07,Desktop,Safari,Email,1147,13,0,True
S0000603,U01860,2025-01-01 20:40:00,2025-01-01 20:58:16,Mobile,Chrome,Email,1096,13,0,False
S0000604,U02541,2025-01-31 13:46:00,2025-01-31 13:49:09,Tablet,Firefox,Recommendation,189,18,0,False
S0000605,U02799,2025-03-05 20:35:00,2025-03-05 20:41:15,Desktop,Firefox,Direct,375,5,0,False
S0000606,U00395,2025-03-08 18:04:00,2025-03-08 18:06:29,Mobile,Edge,Search,149,8,0,False
S0000607,U00439,2025-03-04 11:06:00,2025-03-04 11:08:05,Desktop,Firefox,Email,125,10,0,False
S0000608,U00202,2025-02-16 11:38:00,2025-02-16 12:03:30,Mobile,Firefox,Search,1530,16,0,True
S0000609,U02618,2025-01-08 13:35:00,2025-01-08 14:01:22,Desktop,Safari,Search,1582,10,0,False
S0000610,U02167,2025-01-06 19:04:00,2025-01-06 19:33:28,Mobile,Chrome,Search,1768,9,0,True
S0000611,U02178,2025-02-19 11:12:00,2025-02-19 11:30:57,Tablet,Edge,Email,1137,15,0,False
S0000612,U00433,2025-03-23 17:22:00,2025-03-23 17:46:01,Tablet,Firefox,Search,1441,7,0,False
S0000613,U00739,2025-03-12 14:32:00,2025-03-12 14:44:31,Tablet,Firefox,Direct,751,12,0,False
S0000614,U02254,2025-02-11 21:23:00,2025-02-11 21:38:04,Desktop,Safari,Email,904,9,0,False
S0000615,U02307,2025-03-11 11:24:00,2025-03-11 11:51:08,Tablet,Safari,Direct,1628,16,0,False
S0000616,U01833,2025-02-20 08:46:00,2025-02-20 08:48:10,Tablet,Chrome,Email,130,6,0,False
S0000617,U01237,2025-01-01 12:14:00,2025-01-01 12:22:19,Mobile,Safari,Email,499,18,0,False
S0000618,U02279,2025-03-15 22:36:00,2025-03-15 22:42:16,Desktop,Safari,Recommendation,376,6,0,True
S0000619,U01086,2025-02-16 22:37:00,2025-02-16 22:46:31,Desktop,Chrome,Email,571,14,0,True
S0000620,U02331,2025-01-28 19:04:00,2025-01-28 19:29:41,Desktop,Edge,Ads,1541,5,0,True
S0000621,U02439,2025-03-24 12:02:00,2025-03-24 12:27:56,Desktop,Chrome,Search,1556,12,0,False
S0000622,U01426,2025-02-25 14:59:00,2025-02-25 15:04:06,Mobile,Chrome,Ads,306,3,0,False
S0000623,U01249,2025-03-09 08:20:00,2025-03-09 08:39:25,Desktop,Edge,Recommendation,1165,3,0,False
S0000624,U02760,2025-02-20 15:48:00,2025-02-20 16:09:18,Mobile,Edge,Ads,1278,11,0,False
S0000625,U01616,2025-01-19 10:21:00,2025-01-19 10:24:49,Tablet,Chrome,Email,229,14,0,False
S0000626,U01076,2025-01-11 14:32:00,2025-01-11 14:47:49,Mobile,Edge,Ads,949,8,0,False
S0000627,U01999,2025-02-20 18:36:00,2025-02-20 18:43:41,Tablet,Edge,Recommendation,461,4,0,False
S0000628,U01091,2025-02-25 13:43:00,2025-02-25 14:03:39,Tablet,Firefox,Ads,1239,13,0,True
S0000629,U01427,2025-01-25 13:22:00,2025-01-25 13:43:16,Desktop,Edge,Direct,1276,16,0,False
S0000630,U02553,2025-01-19 15:02:00,2025-01-19 15:30:55,Tablet,Safari,Recommendation,1735,4,0,True
S0000631,U00461,2025-01-07 11:39:00,2025-01-07 11:45:02,Desktop,Chrome,Direct,362,5,0,False
S0000632,U01250,2025-02-27 15:01:00,2025-02-27 15:13:19,Tablet,Edge,Recommendation,739,18,0,True
S0000633,U01060,2025-03-12 15:39:00,2025-03-12 16:04:54,Tablet,Chrome,Ads,1554,18,0,False
S0000634,U00179,2025-02-02 10:03:00,2025-02-02 10:13:41,Tablet,Safari,Search,641,16,0,True
S0000635,U02682,2025-01-02 09:24:00,2025-01-02 09:47:32,Tablet,Safari,Search,1412,2,0,True
S0000636,U01199,2025-03-25 14:14:00,2025-03-25 14:27:59,Tablet,Chrome,Direct,839,17,0,False
S0000637,U02446,2025-03-10 09:11:00,2025-03-10 09:18:47,Desktop,Chrome,Search,467,9,0,False
S0000638,U02169,2025-02-09 13:31:00,2025-02-09 13:45:25,Mobile,Safari,Direct,865,13,0,False
S0000639,U02561,2025-02-08 11:32:00,2025-02-08 11:42:24,Tablet,Safari,Ads,624,2,0,False
S0000640,U02274,2025-02-05 11:09:00,2025-02-05 11:21:39,Tablet,Edge,Search,759,14,0,False
S0000641,U02133,2025-03-28 17:55:00,2025-03-28 18:17:21,Desktop,Edge,Email,1341,6,0,False
S0000642,U01747,2025-02-09 22:38:00,2025-02-09 22:50:14,Mobile,Edge,Recommendation,734,8,0,False
S0000643,U00566,2025-02-09 19:45:00,2025-02-09 20:03:52,Desktop,Edge,Email,1132,7,0,False
S0000644,U01301,2025-01-09 16:34:00,2025-01-09 16:59:33,Desktop,Edge,Search,1533,12,0,True
S0000645,U01696,2025-02-22 12:28:00,2025-02-22 12:54:27,Tablet,Safari,Recommendation,1587,8,0,False
S0000646,U00438,2025-01-17 10:01:00,2025-01-17 10:28:01,Tablet,Safari,Email,1621,9,0,False
S0000647,U02443,2025-01-30 11:43:00,2025-01-30 11:44:53,Tablet,Firefox,Recommendation,113,18,1,False
S0000648,U02477,2025-03-02 19:41:00,2025-03-02 19:54:45,Desktop,Firefox,Ads,825,6,0,True
S0000649,U00671,2025-01-25 11:02:00,2025-01-25 11:16:56,Mobile,Safari,Ads,896,9,0,False
S0000650,U02750,2025-01-26 20:13:00,2025-01-26 20:16:15,Desktop,Firefox,Direct,195,16,0,True
S0000651,U01011,2025-02-24 14:49:00,2025-02-24 14:51:25,Desktop,Safari,Ads,145,18,0,False
S0000652,U02628,2025-01-05 16:06:00,2025-01-05 16:22:24,Mobile,Edge,Email,984,14,0,False
S0000653,U00161,2025-03-13 14:33:00,2025-03-13 15:00:07,Mobile,Edge,Direct,1627,16,0,False
S0000654,U01631,2025-02-08 20:52:00,2025-02-08 21:02:45,Desktop,Safari,Email,645,3,0,False
S0000655,U02827,2025-03-08 22:09:00,2025-03-08 22:25:49,Desktop,Chrome,Email,1009,5,0,False
S0000656,U00737,2025-03-16 22:44:00,2025-03-16 23:03:39,Desktop,Safari,Ads,1179,2,0,True
S0000657,U00733,2025-02-28 17:57:00,2025-02-28 18:22:19,Desktop,Chrome,Direct,1519,12,0,False
S0000658,U02834,2025-03-25 22:45:00,2025-03-25 23:13:11,Tablet,Chrome,Search,1691,5,0,True
S0000659,U02893,2025-02-27 18:23:00,2025-02-27 18:26:54,Desktop,Edge,Ads,234,14,0,False
S0000660,U00180,2025-01-22 22:21:00,2025-01-22 22:41:18,Mobile,Edge,Recommendation,1218,7,0,False
S0000661,U02917,2025-01-07 14:19:00,2025-01-07 14:30:33,Desktop,Safari,Recommendation,693,5,0,False
S0000662,U00539,2025-01-26 08:39:00,2025-01-26 09:06:07,Desktop,Firefox,Ads,1627,2,0,True
S0000663,U02491,2025-03-05 11:13:00,2025-03-05 11:34:05,Desktop,Firefox,Ads,1265,4,0,False
S0000664,U02463,2025-03-18 08:15:00,2025-03-18 08:34:40,Tablet,Edge,Search,1180,7,0,True
S0000665,U00608,2025-01-08 18:22:00,2025-01-08 18:24:15,Mobile,Safari,Direct,135,4,0,True
S0000666,U00201,2025-01-14 14:11:00,2025-01-14 14:17:30,Tablet,Edge,Ads,390,13,0,False
S0000667,U00147,2025-01-12 20:19:00,2025-01-12 20:31:01,Desktop,Chrome,Ads,721,4,0,False
S0000668,U01200,2025-03-02 10:07:00,2025-03-02 10:31:42,Desktop,Firefox,Email,1482,8,0,False
S0000669,U02851,2025-01-27 17:03:00,2025-01-27 17:07:43,Tablet,Chrome,Ads,283,11,0,False
S0000670,U01750,2025-03-19 21:20:00,2025-03-19 21:29:51,Tablet,Safari,Recommendation,591,17,0,False
S0000671,U02129,2025-03-22 15:31:00,2025-03-22 15:59:34,Tablet,Edge,Direct,1714,8,0,True
S0000672,U00007,2025-01-16 08:29:00,2025-01-16 08:51:20,Tablet,Edge,Email,1340,15,0,False
S0000673,U01696,2025-01-06 13:22:00,2025-01-06 13:42:07,Mobile,Chrome,Recommendation,1207,11,0,False
S0000674,U01043,2025-01-09 12:19:00,2025-01-09 12:37:17,Mobile,Chrome,Direct,1097,12,0,False
S0000675,U01623,2025-03-14 17:01:00,2025-03-14 17:30:24,Desktop,Safari,Ads,1764,17,0,True
S0000676,U00146,2025-03-24 10:30:00,2025-03-24 10:36:18,Tablet,Safari,Ads,378,15,0,False
S0000677,U00230,2025-03-08 12:36:00,2025-03-08 13:01:44,Tablet,Chrome,Recommendation,1544,12,0,False
S0000678,U01449,2025-01-09 10:17:00,2025-01-09 10:46:41,Desktop,Edge,Email,1781,14,0,True
S0000679,U00768,2025-03-18 09:55:00,2025-03-18 10:22:42,Tablet,Safari,Search,1662,10,0,False
S0000680,U01696,2025-01-12 15:56:00,2025-01-12 16:05:06,Desktop,Edge,Email,546,11,0,False
S0000681,U00717,2025-01-15 13:50:00,2025-01-15 13:52:16,Mobile,Firefox,Email,136,2,0,False
S0000682,U01977,2025-03-06 10:12:00,2025-03-06 10:24:36,Tablet,Safari,Direct,756,6,0,False
S0000683,U00403,2025-03-08 18:08:00,2025-03-08 18:16:00,Desktop,Firefox,Email,480,5,0,False
S0000684,U00017,2025-02-09 22:02:00,2025-02-09 22:26:27,Mobile,Safari,Ads,1467,3,0,False
S0000685,U00423,2025-03-08 20:42:00,2025-03-08 21:08:26,Tablet,Safari,Recommendation,1586,12,0,True
S0000686,U00822,2025-01-25 12:17:00,2025-01-25 12:36:10,Desktop,Chrome,Direct,1150,6,0,True
S0000687,U00646,2025-02-05 09:00:00,2025-02-05 09:22:15,Mobile,Edge,Email,1335,13,0,False
S0000688,U02251,2025-02-10 12:09:00,2025-02-10 12:34:02,Tablet,Edge,Recommendation,1502,4,0,False
S0000689,U01276,2025-03-20 22:21:00,2025-03-20 22:40:27,Mobile,Chrome,Ads,1167,3,0,False
S0000690,U00434,2025-02-19 08:05:00,2025-02-19 08:20:33,Tablet,Firefox,Email,933,13,0,False
S0000691,U01280,2025-02-12 21:12:00,2025-02-12 21:37:20,Tablet,Chrome,Ads,1520,6,0,False
S0000692,U00381,2025-03-31 15:06:00,2025-03-31 15:22:33,Tablet,Firefox,Ads,993,9,0,True
S0000693,U00917,2025-01-19 21:57:00,2025-01-19 22:19:03,Desktop,Firefox,Recommendation,1323,12,0,True
S0000694,U01331,2025-02-28 15:01:00,2025-02-28 15:04:13,Desktop,Firefox,Ads,193,7,0,False
S0000695,U01157,2025-02-14 17:36:00,2025-02-14 17:41:20,Desktop,Chrome,Direct,320,4,0,False
S0000696,U01238,2025-03-10 15:25:00,2025-03-10 15:46:09,Tablet,Edge,Email,1269,7,0,False
S0000697,U01976,2025-02-19 09:21:00,2025-02-19 09:29:06,Tablet,Firefox,Ads,486,12,0,False
S0000698,U02231,2025-03-30 11:11:00,2025-03-30 11:34:37,Tablet,Firefox,Search,1417,16,0,False
S0000699,U01333,2025-03-13 09:52:00,2025-03-13 10:08:11,Desktop,Chrome,Email,971,5,0,True
S0000700,U02808,2025-03-18 20:52:00,2025-03-18 21:05:56,Tablet,Chrome,Search,836,8,0,True
S0000701,U00570,2025-03-16 22:48:00,2025-03-16 23:10:42,Mobile,Edge,Ads,1362,11,0,False
S0000702,U01598,2025-03-20 17:28:00,2025-03-20 17:35:40,Desktop,Safari,Email,460,11,0,True
S0000703,U01781,2025-02-14 09:37:00,2025-02-14 09:38:16,Tablet,Firefox,Recommendation,76,11,1,False
S0000704,U00256,2025-02-17 22:35:00,2025-02-17 22:37:48,Tablet,Safari,Search,168,11,0,True
S0000705,U00128,2025-01-31 14:44:00,2025-01-31 15:05:08,Desktop,Firefox,Ads,1268,14,0,False
S0000706,U01783,2025-03-11 11:42:00,2025-03-11 11:48:55,Mobile,Firefox,Direct,415,15,0,False
S0000707,U00632,2025-02-06 21:42:00,2025-02-06 21:47:17,Mobile,Chrome,Recommendation,317,17,0,True
S0000708,U02695,2025-02-25 10:05:00,2025-02-25 10:10:41,Desktop,Firefox,Email,341,15,0,False
S0000709,U02553,2025-01-24 15:32:00,2025-01-24 15:47:28,Desktop,Firefox,Direct,928,9,0,False
S0000710,U00762,2025-02-24 17:00:00,2025-02-24 17:20:43,Tablet,Edge,Email,1243,10,0,False
S0000711,U01683,2025-03-11 17:23:00,2025-03-11 17:25:08,Tablet,Firefox,Direct,128,5,0,False
S0000712,U02377,2025-03-03 19:05:00,2025-03-03 19:10:50,Tablet,Safari,Ads,350,18,0,False
S0000713,U00321,2025-03-08 22:39:00,2025-03-08 22:43:01,Tablet,Chrome,Email,241,11,0,True
S0000714,U02512,2025-01-07 22:21:00,2025-01-07 22:40:15,Desktop,Firefox,Email,1155,17,0,False
S0000715,U02351,2025-02-12 14:22:00,2025-02-12 14:50:14,Mobile,Chrome,Email,1694,11,0,True
S0000716,U02978,2025-03-14 12:03:00,2025-03-14 12:25:28,Mobile,Chrome,Direct,1348,2,0,False
S0000717,U01175,2025-03-04 09:08:00,2025-03-04 09:26:15,Desktop,Safari,Recommendation,1095,10,0,True
S0000718,U01128,2025-02-02 08:47:00,2025-02-02 08:51:48,Tablet,Edge,Ads,288,13,0,False
S0000719,U00719,2025-02-03 20:44:00,2025-02-03 20:53:03,Tablet,Chrome,Direct,543,4,0,False
S0000720,U00595,2025-03-18 22:52:00,2025-03-18 22:58:15,Desktop,Firefox,Recommendation,375,16,0,False
S0000721,U02974,2025-03-23 10:13:00,2025-03-23 10:33:43,Desktop,Chrome,Direct,1243,5,0,False
S0000722,U00216,2025-01-22 15:25:00,2025-01-22 15:42:15,Tablet,Edge,Ads,1035,14,0,True
S0000723,U01944,2025-02-03 10:33:00,2025-02-03 10:48:50,Desktop,Firefox,Direct,950,18,0,True
S0000724,U02798,2025-01-06 09:58:00,2025-01-06 10:17:08,Desktop,Safari,Direct,1148,10,0,False
S0000725,U01094,2025-01-13 12:41:00,2025-01-13 13:01:56,Tablet,Edge,Email,1256,8,0,False
S0000726,U02130,2025-02-13 18:44:00,2025-02-13 18:51:08,Mobile,Chrome,Search,428,2,0,True
S0000727,U01685,2025-01-13 16:06:00,2025-01-13 16:30:23,Mobile,Safari,Direct,1463,8,0,False
S0000728,U00140,2025-01-04 17:05:00,2025-01-04 17:07:56,Tablet,Edge,Email,176,5,0,False
S0000729,U02901,2025-01-16 09:54:00,2025-01-16 10:15:38,Tablet,Edge,Search,1298,7,0,True
S0000730,U01038,2025-02-07 15:42:00,2025-02-07 15:45:35,Desktop,Firefox,Direct,215,10,0,False
S0000731,U00664,2025-01-10 12:49:00,2025-01-10 12:52:07,Desktop,Chrome,Direct,187,10,0,False
S0000732,U00729,2025-02-26 09:31:00,2025-02-26 09:38:50,Mobile,Firefox,Search,470,6,0,False
S0000733,U02215,2025-02-25 11:39:00,2025-02-25 12:01:57,Desktop,Safari,Search,1377,3,0,True
S0000734,U00299,2025-01-10 17:46:00,2025-01-10 17:55:33,Mobile,Firefox,Recommendation,573,2,0,False
S0000735,U00155,2025-03-27 14:17:00,2025-03-27 14:23:10,Desktop,Chrome,Email,370,17,0,False
S0000736,U01959,2025-02-25 14:54:00,2025-02-25 15:19:50,Mobile,Edge,Search,1550,14,0,False
S0000737,U02824,2025-03-03 09:36:00,2025-03-03 09:55:16,Desktop,Safari,Direct,1156,14,0,False
S0000738,U00227,2025-03-22 18:05:00,2025-03-22 18:18:28,Desktop,Chrome,Ads,808,11,0,False
S0000739,U02654,2025-01-26 10:35:00,2025-01-26 10:37:20,Tablet,Edge,Direct,140,14,0,False
S0000740,U00438,2025-03-22 19:22:00,2025-03-22 19:39:36,Tablet,Firefox,Recommendation,1056,6,0,True
S0000741,U00147,2025-01-25 08:46:00,2025-01-25 09:07:14,Desktop,Chrome,Email,1274,11,0,True
S0000742,U02047,2025-03-10 21:51:00,2025-03-10 22:07:20,Mobile,Chrome,Direct,980,3,0,False
S0000743,U01384,2025-01-06 14:07:00,2025-01-06 14:15:13,Tablet,Firefox,Email,493,6,0,False
S0000744,U02374,2025-01-30 22:04:00,2025-01-30 22:06:15,Desktop,Chrome,Ads,135,3,0,False
S0000745,U00995,2025-03-31 18:08:00,2025-03-31 18:09:29,Mobile,Safari,Search,89,16,1,True
S0000746,U02504,2025-01-22 21:37:00,2025-01-22 21:40:10,Mobile,Chrome,Ads,190,9,0,False
S0000747,U00259,2025-01-26 14:21:00,2025-01-26 14:49:41,Tablet,Firefox,Direct,1721,5,0,False
S0000748,U02803,2025-03-15 16:08:00,2025-03-15 16:19:58,Mobile,Chrome,Email,718,7,0,False
S0000749,U01375,2025-01-09 09:17:00,2025-01-09 09:22:49,Mobile,Safari,Email,349,7,0,False
S0000750,U01797,2025-02-01 22:37:00,2025-02-01 22:39:23,Tablet,Firefox,Recommendation,143,2,0,True
S0000751,U01995,2025-01-11 08:00:00,2025-01-11 08:07:07,Tablet,Safari,Ads,427,17,0,False
S0000752,U02836,2025-01-17 11:09:00,2025-01-17 11:31:50,Desktop,Firefox,Recommendation,1370,7,0,True
S0000753,U02501,2025-03-30 08:38:00,2025-03-30 08:45:08,Tablet,Chrome,Direct,428,13,0,False
S0000754,U01716,2025-01-01 16:15:00,2025-01-01 16:22:33,Tablet,Chrome,Email,453,13,0,True
S0000755,U02211,2025-03-06 11:29:00,2025-03-06 11:56:17,Mobile,Safari,Search,1637,8,0,False
